Product ID,Category,Sub Category,Color,Sizes,Production Cost
946,Feminine,Pajamas,,S|M|L|XL,8.04
947,Feminine,Accessories,,,10.44
948,Masculine,Coats and Blazers,BLUE,M|L|XL|XXL,32.11
949,Masculine,Sweaters and Sweatshirts,PINK,M|L|XL|XXL,33.75
950,Masculine,T-shirts and Polos,,M|L|XL,10.97
951,Masculine,Shirts,,M|L|XL|XXL,10.3
952,Masculine,Pants and Jeans,,38|40|42|44|46|48,34.71
953,Masculine,Suits,,M|L|XL|XXL,20.15
954,Masculine,Sportswear,,M|L|XL|XXL,17.41
955,Masculine,Blazers,,M|L|XL|XXL,6.76
956,Masculine,Accessories,,,1.05
957,Children,Baby (0-12 months),TURQUOISE,P|M|G,4.32
958,Children,"Girl and Boy (1-5 years, 6-14 years)",SILVER,P|M|G|GG,17.53
959,Children,Coats,,P|M|G,36.04
960,Children,Sweaters,,P|M|G,13.63
961,Children,Pajamas-2,,P|M|G,2.73
962,Children,Accessories,,,6.81
963,Feminine,Coats and Blazers,BURGUNDY,S|M|L|XL,10.12
964,Feminine,Sweaters and Knitwear,BEIGE,S|M|L,6.61
965,Feminine,Dresses and Jumpsuits,BEIGE,S|M|L|XL,43.08
966,Feminine,Shirts and Blouses,,S|M|L|XL,3.55
967,Feminine,T-shirts and Tops,,S|M|L|XL,11.24
968,Feminine,Pants and Jeans,,36|38|40|42|44|46,25.64
969,Feminine,Skirts and Shorts,,S|M|L,7.42
970,Feminine,Suits and Sets,,S|M|L|XL,47.29
971,Feminine,Sportswear,,S|M|L|XL,19.26
972,Feminine,Pajamas,,S|M|L|XL,12.48
973,Feminine,Accessories,,,3.33
974,Masculine,Coats and Blazers,GOLD,M|L|XL|XXL,22.57
975,Masculine,Sweaters and Sweatshirts,SILVER,M|L|XL|XXL,10.07
976,Masculine,T-shirts and Polos,,M|L|XL|XXL,25.2
977,Masculine,Shirts,,M|L|XL|XXL,13.35
978,Masculine,Pants and Jeans,,38|40|42|44|46|48,31.93
979,Masculine,Suits,,M|L|XL|XXL,17.57
980,Masculine,Sportswear,,M|L|XL|XXL,17.46
981,Masculine,Blazers,,M|L|XL|XXL,4.7
982,Masculine,Accessories,,,4.05
983,Children,Baby (0-12 months),SILVER,P|M|G,5.65
984,Children,"Girl and Boy (1-5 years, 6-14 years)",BLUE,P|M|G|GG,16.37
985,Children,Coats,BEIGE,P|M|G,38.56
986,Children,Sweaters,,P|M|G,7.19
987,Children,Pajamas-2,,P|M|G,4.96
988,Children,Accessories,,,4.05
989,Feminine,Coats and Blazers,BLACK,S|M|L|XL,19.26
990,Feminine,Sweaters and Knitwear,,S|M|L,6.35
991,Feminine,Dresses and Jumpsuits,RED,S|M|L|XL,8.58
992,Feminine,Shirts and Blouses,,S|M|L|XL,8.11
993,Feminine,T-shirts and Tops,,S|M|L|XL,17.61
994,Feminine,Pants and Jeans,,36|38|40|42|44|46,11.99
995,Feminine,Skirts and Shorts,,S|M|L|XL,10.8
996,Feminine,Suits and Sets,,S|M|L|XL,50.31
997,Feminine,Sportswear,,S|M|L|XL,17.69
998,Feminine,Pajamas,,S|M|L|XL,3.95
999,Feminine,Accessories,,,3.16
1000,Masculine,Coats and Blazers,PINK,M|L|XL|XXL,26.76
1001,Masculine,Sweaters and Sweatshirts,SILVER,M|L|XL|XXL,20.74
1002,Masculine,T-shirts and Polos,,M|L|XL|XXL,8.29
1003,Masculine,Shirts,,M|L|XL|XXL,8.51
1004,Masculine,Pants and Jeans,,38|40|42|44|46|48,13.36
1005,Masculine,Suits,,M|L|XL|XXL,22.24
1006,Masculine,Sportswear,,M|L|XL|XXL,4.09
1007,Masculine,Blazers,,M|L|XL|XXL,18.7
1008,Masculine,Accessories,,,11.66
1009,Children,Baby (0-12 months),,P|M|G,9.5
1010,Children,"Girl and Boy (1-5 years, 6-14 years)",BLACK,P|M|G|GG,26.08
1011,Children,Coats,SILVER,P|M|G,18.62
1012,Children,Sweaters,,P|M|G,10.22
1013,Children,Pajamas-2,,P|M|G,5.62
1014,Children,Accessories,,,9.98
1015,Feminine,Coats and Blazers,LILAC,S|M|L,4.66
1016,Feminine,Sweaters and Knitwear,GREEN,S|M|L|XL,9.68
1017,Feminine,Dresses and Jumpsuits,PINK,S|M|L|XL,23.96
1018,Feminine,Shirts and Blouses,,S|M|L|XL,8.17
1019,Feminine,T-shirts and Tops,,S|M|L|XL,9.47
1020,Feminine,Pants and Jeans,,36|38|40|42|44|46,15.77
1021,Feminine,Skirts and Shorts,,S|M|L|XL,11.8
1022,Feminine,Suits and Sets,,S|M|L|XL,58.86
1023,Feminine,Sportswear,,S|M|L|XL,15.4
1024,Feminine,Pajamas,,S|M|L|XL,7.47
1025,Feminine,Accessories,,,6.95
1026,Masculine,Coats and Blazers,WHITE,M|L|XL|XXL,26.55
1027,Masculine,Sweaters and Sweatshirts,NEUTRAL,M|L|XL|XXL,29.48
1028,Masculine,T-shirts and Polos,LILAC,M|L|XL|XXL,19.54
1029,Masculine,Shirts,,M|L|XL|XXL,20.56
1030,Masculine,Pants and Jeans,,38|40|42|44|46|48,8.25
1031,Masculine,Suits,,M|L|XL|XXL,44.97
1032,Masculine,Sportswear,,M|L|XL|XXL,17.07
1033,Masculine,Blazers,,M|L|XL|XXL,7.87
1034,Masculine,Accessories,,,6.4
1035,Children,Baby (0-12 months),NEUTRAL,P|M|G,12.03
1036,Children,"Girl and Boy (1-5 years, 6-14 years)",BLACK,P|M|G|GG,17.18
1037,Children,Coats,LILAC,P|M|G,21.09
1038,Children,Sweaters,,P|M|G,4.03
1039,Children,Pajamas-2,,P|M|G,16.94
1040,Children,Accessories,,,4.51
1041,Feminine,Coats and Blazers,BEIGE,S|M|L|XL,15.79
1042,Feminine,Sweaters and Knitwear,NEUTRAL,S|M|L,3.5
1043,Feminine,Dresses and Jumpsuits,NEUTRAL,S|M|L|XL,12.84
1044,Feminine,Shirts and Blouses,,S|M|L|XL,23.98
1045,Feminine,T-shirts and Tops,,S|M|L|XL,16.06
1046,Feminine,Pants and Jeans,,36|38|40|42,46.49
1047,Feminine,Skirts and Shorts,,S|M|L|XL,3.87
1048,Feminine,Suits and Sets,,S|M|L|XL,45.09
1049,Feminine,Sportswear,,S|M|L|XL,19.7
1050,Feminine,Pajamas,,S|M|L,18.54
1051,Feminine,Accessories,,,3.76
1052,Masculine,Coats and Blazers,GREEN,M|L|XL|XXL,22.48
1053,Masculine,Sweaters and Sweatshirts,MUSTARD,M|L|XL|XXL,23.37
1054,Masculine,T-shirts and Polos,BEIGE,M|L|XL|XXL,24.32
1055,Masculine,Shirts,,M|L|XL|XXL,4.08
1056,Masculine,Pants and Jeans,,38|40|42|44|46,7.64
1057,Masculine,Suits,,M|L|XL|XXL,12.61
1058,Masculine,Sportswear,,M|L|XL|XXL,24.57
1059,Masculine,Blazers,,M|L|XL|XXL,12.11
1060,Masculine,Accessories,,,5.01
1061,Children,Baby (0-12 months),MUSTARD,P|M|G,4.82
1062,Children,"Girl and Boy (1-5 years, 6-14 years)",MUSTARD,P|M|G,7.22
1063,Children,Coats,,P|M|G,5.73
1064,Children,Sweaters,,P|M|G,19.78
1065,Children,Pajamas-2,,P|M|G,13.34
1066,Children,Accessories,,,7.51
1067,Feminine,Coats and Blazers,GREEN,S|M|L,35.86
1068,Feminine,Sweaters and Knitwear,BLUE,S|M|L|XL,12.19
1069,Feminine,Dresses and Jumpsuits,YELLOW,S|M|L|XL,22.48
1070,Feminine,Shirts and Blouses,,S|M|L|XL,15.62
1071,Feminine,T-shirts and Tops,,S|M|L|XL,5.82
1072,Feminine,Pants and Jeans,,36|38|40|42|44|46,37.22
1073,Feminine,Skirts and Shorts,,S|M|L|XL,8.62
1074,Feminine,Suits and Sets,,S|M|L|XL,73.98
1075,Feminine,Sportswear,,S|M|L,7.4
1076,Feminine,Pajamas,,S|M|L|XL,7.13
1077,Feminine,Accessories,,,3.66
1078,Masculine,Coats and Blazers,,M|L|XL|XXL,40.69
1079,Masculine,Sweaters and Sweatshirts,BLACK,M|L|XL|XXL,16.64
1080,Masculine,T-shirts and Polos,TURQUOISE,M|L|XL|XXL,15.57
1081,Masculine,Shirts,,M|L|XL|XXL,17.34
1082,Masculine,Pants and Jeans,,38|40|42|44|46|48,27.08
1083,Masculine,Suits,,M|L|XL|XXL,33.55
1084,Masculine,Sportswear,,M|L|XL|XXL,9.35
1085,Masculine,Blazers,,M|L|XL|XXL,9.63
1086,Masculine,Accessories,,,12.6
1087,Children,Baby (0-12 months),TURQUOISE,P|M|G,17.18
1088,Children,"Girl and Boy (1-5 years, 6-14 years)",BEIGE,P|M|G|GG,14.73
1089,Children,Coats,BEIGE,P|M|G,23.51
1090,Children,Sweaters,,P|M|G,18.4
1091,Children,Pajamas-2,,P|M|G,6.28
1092,Children,Accessories,,,5.22
1093,Feminine,Coats and Blazers,YELLOW,S|M|L,7.65
1094,Feminine,Sweaters and Knitwear,WHITE,S|M|L,4.86
1095,Feminine,Dresses and Jumpsuits,LILAC,S|M|L|XL,27.06
1096,Feminine,Shirts and Blouses,,S|M|L|XL,13.17
1097,Feminine,T-shirts and Tops,,S|M|L|XL,8.36
1098,Feminine,Pants and Jeans,,36|38|40|42|44|46,28.59
1099,Feminine,Skirts and Shorts,,S|M|L,10.87
1100,Feminine,Suits and Sets,,S|M|L|XL,34.38
1101,Feminine,Sportswear,,S|M|L|XL,7.91
1102,Feminine,Pajamas,,S|M|L,7.82
1103,Feminine,Accessories,,,2.33
1104,Masculine,Coats and Blazers,PINK,M|L|XL|XXL,27.82
1105,Masculine,Sweaters and Sweatshirts,,M|L|XL|XXL,28.11
1106,Masculine,T-shirts and Polos,WHITE,M|L|XL|XXL,9.76
1107,Masculine,Shirts,,M|L|XL|XXL,17.11
1108,Masculine,Pants and Jeans,,38|40|42|44|46|48,28.67
1109,Masculine,Suits,,M|L|XL|XXL,42.14
1110,Masculine,Sportswear,,M|L|XL|XXL,23.61
1111,Masculine,Blazers,,M|L|XL|XXL,13.41
1112,Masculine,Accessories,,,3.73
1113,Children,Baby (0-12 months),BEIGE,P|M|G,6.26
1114,Children,"Girl and Boy (1-5 years, 6-14 years)",PINK,P|M|G|GG,10.03
1115,Children,Coats,PINK,P|M|G,5.94
1116,Children,Sweaters,,P|M|G,15.91
1117,Children,Pajamas-2,,P|M|G,5.41
1118,Children,Accessories,,,2.41
1119,Feminine,Coats and Blazers,RED,S|M|L|XL,22.04
1120,Feminine,Sweaters and Knitwear,LILAC,S|M|L|XL,18.56
1121,Feminine,Dresses and Jumpsuits,NEUTRAL,S|M|L|XL,12.44
1122,Feminine,Shirts and Blouses,,S|M|L|XL,10.17
1123,Feminine,T-shirts and Tops,,S|M|L|XL,19.15
1124,Feminine,Pants and Jeans,,36|38|40|42|44|46,6.27
1125,Feminine,Skirts and Shorts,,S|M|L|XL,9.1
1126,Feminine,Suits and Sets,,S|M|L|XL,48.96
1127,Feminine,Sportswear,,S|M|L|XL,17.3
1128,Feminine,Pajamas,,S|M|L|XL,12.57
1129,Feminine,Accessories,,,9.62
1130,Masculine,Coats and Blazers,NEUTRAL,M|L|XL|XXL,8.5
1131,Masculine,Sweaters and Sweatshirts,BLACK,M|L|XL|XXL,11.42
1132,Masculine,T-shirts and Polos,,M|L|XL|XXL,8.01
1133,Masculine,Shirts,,M|L|XL|XXL,9.23
1134,Masculine,Pants and Jeans,,38|40|42|44|46|48,9.58
1135,Masculine,Suits,,M|L|XL,21.8
1136,Masculine,Sportswear,,M|L|XL|XXL,13.68
1137,Masculine,Blazers,,M|L|XL|XXL,14.36
1138,Masculine,Accessories,,,1.92
1139,Children,Baby (0-12 months),TURQUOISE,P|M|G,8.09
1140,Children,"Girl and Boy (1-5 years, 6-14 years)",,P|M|G|GG,10.24
1141,Children,Coats,SILVER,P|M|G,15.21
1142,Children,Sweaters,,P|M|G,20.39
1143,Children,Pajamas-2,,P|M|G,13.35
1144,Children,Accessories,,,4.42
1145,Feminine,Coats and Blazers,,S|M|L|XL,14.42
1146,Feminine,Sweaters and Knitwear,MUSTARD,S|M|L,17.22
1147,Feminine,Dresses and Jumpsuits,,S|M|L|XL,21.13
1148,Feminine,Shirts and Blouses,,S|M|L|XL,29.71
1149,Feminine,T-shirts and Tops,,S|M|L,13.12
1150,Feminine,Pants and Jeans,,36|38|40|42|44|46,50.42
1151,Feminine,Skirts and Shorts,,S|M|L|XL,4.61
1152,Feminine,Suits and Sets,,S|M|L|XL,11.58
1153,Feminine,Sportswear,,S|M|L|XL,16.61
1154,Feminine,Pajamas,,S|M|L|XL,11.41
1155,Feminine,Accessories,,,3.24
1156,Masculine,Coats and Blazers,TURQUOISE,M|L|XL|XXL,36.08
1157,Masculine,Sweaters and Sweatshirts,SILVER,M|L|XL|XXL,4.46
1158,Masculine,T-shirts and Polos,BLACK,M|L|XL|XXL,6.47
1159,Masculine,Shirts,,M|L|XL|XXL,8.37
1160,Masculine,Pants and Jeans,,38|40|42|44|46|48,12.09
1161,Masculine,Suits,,M|L|XL|XXL,27.89
1162,Masculine,Sportswear,,M|L|XL|XXL,9.78
1163,Masculine,Blazers,,M|L|XL|XXL,12.19
1164,Masculine,Accessories,,,2.95
1165,Children,Baby (0-12 months),BLACK,P|M|G,6.5
1166,Children,"Girl and Boy (1-5 years, 6-14 years)",,P|M|G|GG,27.81
1167,Children,Coats,PINK,P|M|G,24.44
1168,Children,Sweaters,,P|M|G,21.21
1169,Children,Pajamas-2,,P|M|G,7.6
1170,Children,Accessories,,,7.35
1171,Feminine,Coats and Blazers,RED,S|M|L|XL,6.15
1172,Feminine,Sweaters and Knitwear,,S|M|L|XL,22.41
1173,Feminine,Dresses and Jumpsuits,BLUE,S|M|L|XL,27.61
1174,Feminine,Shirts and Blouses,,S|M|L|XL,24.91
1175,Feminine,T-shirts and Tops,,S|M|L|XL,17.08
1176,Feminine,Pants and Jeans,,36|38|40|42|44|46,18.63
1177,Feminine,Skirts and Shorts,,S|M|L|XL,18.3
1178,Feminine,Suits and Sets,,S|M|L|XL,58.84
1179,Feminine,Sportswear,,S|M|L|XL,12.2
1180,Feminine,Pajamas,,S|M|L|XL,8.64
1181,Feminine,Accessories,,,3.51
1182,Masculine,Coats and Blazers,LILAC,M|L|XL|XXL,28.19
1183,Masculine,Sweaters and Sweatshirts,BLUE,M|L|XL|XXL,5.79
1184,Masculine,T-shirts and Polos,YELLOW,M|L|XL,8.55
1185,Masculine,Shirts,,M|L|XL|XXL,10.72
1186,Masculine,Pants and Jeans,,38|40|42|44|46|48,22.7
1187,Masculine,Suits,,M|L|XL|XXL,43.33
1188,Masculine,Sportswear,,M|L|XL|XXL,18.67
1189,Masculine,Blazers,,M|L|XL|XXL,7.48
1190,Masculine,Accessories,,,2.22
1191,Children,Baby (0-12 months),BLUE,P|M|G,8.32
1192,Children,"Girl and Boy (1-5 years, 6-14 years)",PINK,P|M|G|GG,20.57
1193,Children,Coats,WHITE,P|M|G,10.65
1194,Children,Sweaters,,P|M|G,25.38
1195,Children,Pajamas-2,,P|M|G,7.39
1196,Children,Accessories,,,2.59
1197,Feminine,Coats and Blazers,NEUTRAL,S|M|L|XL,16.44
1198,Feminine,Sweaters and Knitwear,NEUTRAL,S|M|L|XL,7.91
1199,Feminine,Dresses and Jumpsuits,BURGUNDY,S|M|L|XL,15.94
1200,Feminine,Shirts and Blouses,,S|M|L|XL,12.31
1201,Feminine,T-shirts and Tops,,S|M|L|XL,15.43
1202,Feminine,Pants and Jeans,,36|38|40|42|44|46,47.28
1203,Feminine,Skirts and Shorts,,S|M|L|XL,2.23
1204,Feminine,Suits and Sets,,S|M|L|XL,23.52
1205,Feminine,Sportswear,,S|M|L|XL,21.76
1206,Feminine,Pajamas,,S|M|L|XL,3.82
1207,Feminine,Accessories,,,1.29
1208,Masculine,Coats and Blazers,SILVER,M|L|XL|XXL,18.53
1209,Masculine,Sweaters and Sweatshirts,YELLOW,M|L|XL|XXL,6.3
1210,Masculine,T-shirts and Polos,MUSTARD,M|L|XL|XXL,10.15
1211,Masculine,Shirts,,M|L|XL,4.87
1212,Masculine,Pants and Jeans,,38|40|42|44|46|48,29.19
1213,Masculine,Suits,,M|L|XL|XXL,61.96
1214,Masculine,Sportswear,,M|L|XL|XXL,7.73
1215,Masculine,Blazers,,M|L|XL|XXL,13.4
1216,Masculine,Accessories,,,7.95
1217,Children,Baby (0-12 months),MUSTARD,P|M|G,16.39
1218,Children,"Girl and Boy (1-5 years, 6-14 years)",SILVER,P|M|G|GG,9.44
1219,Children,Coats,BLUE,P|M|G,14.63
1220,Children,Sweaters,,P|M|G,12.88
1221,Children,Pajamas-2,,P|M|G,19.66
1222,Children,Accessories,,,10.76
1223,Feminine,Coats and Blazers,BLACK,S|M|L|XL,6.57
1224,Feminine,Sweaters and Knitwear,TURQUOISE,S|M|L|XL,24.23
1225,Feminine,Dresses and Jumpsuits,GREEN,S|M|L|XL,19.78
1226,Feminine,Shirts and Blouses,,S|M|L|XL,16.43
1227,Feminine,T-shirts and Tops,,S|M|L,4.54
1228,Feminine,Pants and Jeans,,36|38|40|42|44|46,20.09
1229,Feminine,Skirts and Shorts,,S|M|L|XL,13
1230,Feminine,Suits and Sets,,S|M|L|XL,20.24
1231,Feminine,Sportswear,,S|M|L|XL,19.75
1232,Feminine,Pajamas,,S|M|L|XL,4.66
1233,Feminine,Accessories,,,3.9
1234,Masculine,Coats and Blazers,YELLOW,M|L|XL|XXL,37.17
1235,Masculine,Sweaters and Sweatshirts,GREEN,M|L|XL|XXL,27.98
1236,Masculine,T-shirts and Polos,SILVER,M|L|XL,25.98
1237,Masculine,Shirts,,M|L|XL|XXL,19.07
1238,Masculine,Pants and Jeans,,38|40|42|44|46|48,17.6
1239,Masculine,Suits,,M|L|XL|XXL,61.37
1240,Masculine,Sportswear,,M|L|XL|XXL,4.85
1241,Masculine,Blazers,,M|L|XL|XXL,4.99
1242,Masculine,Accessories,,,4.43
1243,Children,Baby (0-12 months),BLUE,P|M|G,12.71
1244,Children,"Girl and Boy (1-5 years, 6-14 years)",WHITE,P|M|G|GG,13.74
1245,Children,Coats,LILAC,P|M|G,27.79
1246,Children,Sweaters,,P|M|G,18.83
1247,Children,Pajamas-2,,P|M|G,19.7
1248,Children,Accessories,,,2.96
1249,Feminine,Coats and Blazers,SILVER,S|M|L|XL,45.93
1250,Feminine,Sweaters and Knitwear,NEUTRAL,S|M|L|XL,24.39
1251,Feminine,Dresses and Jumpsuits,BLACK,S|M|L|XL,19.87
1252,Feminine,Shirts and Blouses,,S|M|L,5.14
1253,Feminine,T-shirts and Tops,,S|M|L|XL,13.86
1254,Feminine,Pants and Jeans,,36|38|40|42|44|46,16.38
1255,Feminine,Skirts and Shorts,,S|M|L|XL,12.81
1256,Feminine,Suits and Sets,,S|M|L|XL,63.69
1257,Feminine,Sportswear,,S|M|L|XL,13.47
1258,Feminine,Pajamas,,S|M|L|XL,4.98
1259,Feminine,Accessories,,,6.07
1260,Masculine,Coats and Blazers,WHITE,M|L|XL|XXL,33.34
1261,Masculine,Sweaters and Sweatshirts,BLUE,M|L|XL|XXL,16.3
1262,Masculine,T-shirts and Polos,,M|L|XL|XXL,20.98
1263,Masculine,Shirts,,M|L|XL|XXL,17.38
1264,Masculine,Pants and Jeans,,38|40|42|44|46|48,19.11
1265,Masculine,Suits,,M|L|XL|XXL,59.5
1266,Masculine,Sportswear,,M|L|XL|XXL,15.16
1267,Masculine,Blazers,,M|L|XL|XXL,3.87
1268,Masculine,Accessories,,,11.06
1269,Children,Baby (0-12 months),NEUTRAL,P|M|G,10.01
1270,Children,"Girl and Boy (1-5 years, 6-14 years)",NEUTRAL,P|M|G|GG,11.99
1271,Children,Coats,BLUE,P|M|G,36.89
1272,Children,Sweaters,,P|M|G,5.59
1273,Children,Pajamas-2,,P|M|G,12.86
1274,Children,Accessories,,,7.08
1275,Feminine,Coats and Blazers,BLACK,S|M|L|XL,19.89
1276,Feminine,Sweaters and Knitwear,RED,S|M|L|XL,4.3
1277,Feminine,Dresses and Jumpsuits,BLUE,S|M|L|XL,14.66
1278,Feminine,Shirts and Blouses,,S|M|L|XL,6.25
1279,Feminine,T-shirts and Tops,,S|M|L|XL,9.34
1280,Feminine,Pants and Jeans,,36|38|40|42|44|46,4.43
1281,Feminine,Skirts and Shorts,,S|M|L|XL,7.77
1282,Feminine,Suits and Sets,,S|M|L|XL,10.62
1283,Feminine,Sportswear,,S|M|L|XL,13.39
1284,Feminine,Pajamas,,S|M|L|XL,17.78
1285,Feminine,Accessories,,,10.61
1286,Masculine,Coats and Blazers,GREEN,M|L|XL|XXL,17.45
1287,Masculine,Sweaters and Sweatshirts,BURGUNDY,M|L|XL|XXL,14.38
1288,Masculine,T-shirts and Polos,,M|L|XL|XXL,21.59
1289,Masculine,Shirts,,M|L|XL|XXL,4.59
1290,Masculine,Pants and Jeans,,38|40|42|44|46|48,18.25
1291,Masculine,Suits,,M|L|XL|XXL,69.96
1292,Masculine,Sportswear,,M|L|XL|XXL,6.3
1293,Masculine,Blazers,,M|L|XL|XXL,9.17
1294,Masculine,Accessories,,,5.63
1295,Children,Baby (0-12 months),GREEN,P|M|G,14.27
1296,Children,"Girl and Boy (1-5 years, 6-14 years)",BEIGE,P|M|G|GG,22.43
1297,Children,Coats,BEIGE,P|M|G,18.65
1298,Children,Sweaters,,P|M|G,3.36
1299,Children,Pajamas-2,,P|M|G,11.43
1300,Children,Accessories,,,3.16
1301,Feminine,Coats and Blazers,PINK,S|M|L|XL,38.09
1302,Feminine,Sweaters and Knitwear,TURQUOISE,S|M|L|XL,16.2
1303,Feminine,Dresses and Jumpsuits,GREEN,S|M|L|XL,20.09
1304,Feminine,Shirts and Blouses,,S|M|L|XL,14.58
1305,Feminine,T-shirts and Tops,,S|M|L|XL,5.68
1306,Feminine,Pants and Jeans,,36|38|40|42|44|46,15.2
1307,Feminine,Skirts and Shorts,,S|M|L|XL,6.06
1308,Feminine,Suits and Sets,,S|M|L|XL,11.67
1309,Feminine,Sportswear,,S|M|L,15.94
1310,Feminine,Pajamas,,S|M|L|XL,15.26
1311,Feminine,Accessories,,,3.1
1312,Masculine,Coats and Blazers,PINK,M|L|XL|XXL,22.15
1313,Masculine,Sweaters and Sweatshirts,TURQUOISE,M|L|XL|XXL,7.92
1314,Masculine,T-shirts and Polos,BLUE,M|L|XL|XXL,25.95
1315,Masculine,Shirts,BLACK,M|L|XL|XXL,15.31
1316,Masculine,Pants and Jeans,BLACK,38|40|42|44|46|48,33.51
1317,Masculine,Suits,,M|L|XL|XXL,18.4
1318,Masculine,Sportswear,,M|L|XL|XXL,28.93
1319,Masculine,Blazers,,M|L|XL,8.47
1320,Masculine,Accessories,,,1.75
1321,Children,Baby (0-12 months),LILAC,P|M|G,10.3
1322,Children,"Girl and Boy (1-5 years, 6-14 years)",PINK,P|M|G|GG,20
1323,Children,Coats,YELLOW,P|M|G,27.42
1324,Children,Sweaters,,P|M|G,17.94
1325,Children,Pajamas-2,,P|M|G,14.04
1326,Children,Accessories,,,8.27
1327,Feminine,Coats and Blazers,NEUTRAL,S|M|L|XL,33.42
1328,Feminine,Sweaters and Knitwear,MUSTARD,S|M|L|XL,7.48
1329,Feminine,Dresses and Jumpsuits,BEIGE,S|M|L|XL,22.13
1330,Feminine,Shirts and Blouses,,S|M|L|XL,15.64
1331,Feminine,T-shirts and Tops,,S|M|L|XL,4.86
1332,Feminine,Pants and Jeans,,36|38|40|42|44|46,9.98
1333,Feminine,Skirts and Shorts,,S|M|L|XL,11.1
1334,Feminine,Suits and Sets,,S|M|L|XL,44.21
1335,Feminine,Sportswear,,S|M|L|XL,9.98
1336,Feminine,Pajamas,,S|M|L|XL,11.92
1337,Feminine,Accessories,,,1.73
1338,Masculine,Coats and Blazers,NEUTRAL,M|L|XL|XXL,17.61
1339,Masculine,Sweaters and Sweatshirts,SILVER,M|L|XL|XXL,6.37
1340,Masculine,T-shirts and Polos,GREEN,M|L|XL|XXL,8.94
1341,Masculine,Shirts,,M|L|XL|XXL,18.79
1342,Masculine,Pants and Jeans,,38|40|42|44|46|48,8.51
1343,Masculine,Suits,,M|L|XL|XXL,9.13
1344,Masculine,Sportswear,,M|L|XL|XXL,5.84
1345,Masculine,Blazers,,M|L|XL|XXL,12.09
1346,Masculine,Accessories,,,1.6
1347,Children,Baby (0-12 months),BURGUNDY,P|M|G,11.03
1348,Children,"Girl and Boy (1-5 years, 6-14 years)",BLUE,P|M|G|GG,25.87
1349,Children,Coats,TURQUOISE,P|M|G,17.1
1350,Children,Sweaters,,P|M|G,6.39
1351,Children,Pajamas-2,,P|M|G,8.54
1352,Children,Accessories,,,6.63
1353,Feminine,Coats and Blazers,YELLOW,S|M|L|XL,28.89
1354,Feminine,Sweaters and Knitwear,TURQUOISE,S|M|L|XL,20.7
1355,Feminine,Dresses and Jumpsuits,NEUTRAL,S|M|L|XL,27.99
1356,Feminine,Shirts and Blouses,,S|M|L|XL,11.14
1357,Feminine,T-shirts and Tops,,S|M|L|XL,2.19
1358,Feminine,Pants and Jeans,,36|38|40|42|44|46,18.21
1359,Feminine,Skirts and Shorts,,S|M|L|XL,8.05
1360,Feminine,Suits and Sets,,S|M|L|XL,33.6
1361,Feminine,Sportswear,,S|M|L|XL,27.85
1362,Feminine,Pajamas,,S|M|L|XL,15.75
1363,Feminine,Accessories,,,4.64
1364,Masculine,Coats and Blazers,,M|L|XL|XXL,13.32
1365,Masculine,Sweaters and Sweatshirts,BLACK,M|L|XL|XXL,16.3
1366,Masculine,T-shirts and Polos,WHITE,M|L|XL|XXL,17.25
1367,Masculine,Shirts,,M|L|XL,4.31
1368,Masculine,Pants and Jeans,,38|40|42|44|46,16.61
1369,Masculine,Suits,,M|L|XL|XXL,12.59
1370,Masculine,Sportswear,,M|L|XL|XXL,23.6
1371,Masculine,Blazers,,M|L|XL|XXL,8.9
1372,Masculine,Accessories,,,2.45
1373,Children,Baby (0-12 months),YELLOW,P|M|G,4.26
1374,Children,"Girl and Boy (1-5 years, 6-14 years)",MUSTARD,P|M|G|GG,21.69
1375,Children,Coats,,P|M|G,25.73
1376,Children,Sweaters,,P|M|G,5.14
1377,Children,Pajamas-2,,P|M|G,9.68
1378,Children,Accessories,,,14.1
1379,Feminine,Coats and Blazers,RED,S|M|L,26.21
1380,Feminine,Sweaters and Knitwear,RED,S|M|L|XL,14.36
1381,Feminine,Dresses and Jumpsuits,YELLOW,S|M|L|XL,20.81
1382,Feminine,Shirts and Blouses,,S|M|L|XL,5.62
1383,Feminine,T-shirts and Tops,,S|M|L|XL,10.64
1384,Feminine,Pants and Jeans,,36|38|40|42|44|46,57.47
1385,Feminine,Skirts and Shorts,,S|M|L|XL,8.79
1386,Feminine,Suits and Sets,,S|M|L|XL,18.48
1387,Feminine,Sportswear,,S|M|L|XL,20.04
1388,Feminine,Pajamas,,S|M|L|XL,7.12
1389,Feminine,Accessories,,,3.19
1390,Masculine,Coats and Blazers,RED,M|L|XL|XXL,23.24
1391,Masculine,Sweaters and Sweatshirts,BEIGE,M|L|XL|XXL,7.19
1392,Masculine,T-shirts and Polos,YELLOW,M|L|XL|XXL,2.51
1393,Masculine,Shirts,,M|L|XL|XXL,5.87
1394,Masculine,Pants and Jeans,,38|40|42|44|46|48,9.98
1395,Masculine,Suits,,M|L|XL,45.64
1396,Masculine,Sportswear,,M|L|XL|XXL,30.4
1397,Masculine,Blazers,,M|L|XL|XXL,3.88
1398,Masculine,Accessories,,,2.06
1399,Children,Baby (0-12 months),SILVER,P|M|G,8.08
1400,Children,"Girl and Boy (1-5 years, 6-14 years)",,P|M|G|GG,7.92
1401,Children,Coats,BLACK,P|M|G,12.51
1402,Children,Sweaters,,P|M|G,11.33
1403,Children,Pajamas-2,,P|M|G,13.39
